297	44715cf31eb963e2af05d9121142bae7	414	MobiDBLite	mobidb-lite	consensus disorder prediction	204	235	-	T	13-08-2026	-	-	-	-
297	44715cf31eb963e2af05d9121142bae7	414	Pfam	PF30021	Retroviral Gag protein N-terminal domain	12	94	1.8E-22	T	13-08-2026	IPR062189	Retroviral Gag protein, N-terminal domain 2	-	-
297	44715cf31eb963e2af05d9121142bae7	414	MobiDBLite	mobidb-lite	consensus disorder prediction	206	220	-	T	13-08-2026	-	-	-	-
297	44715cf31eb963e2af05d9121142bae7	414	MobiDBLite	mobidb-lite	consensus disorder prediction	221	235	-	T	13-08-2026	-	-	-	-
CopiaSL_13	87523d87844d0b7e7fd26683ef1afd16	296	Pfam	PF14244	Gag-polypeptide of LTR copia-type	24	70	1.8E-16	T	13-08-2026	IPR029472	Retrotransposon Copia-like, N-terminal	-	-
CopiaSL_13	87523d87844d0b7e7fd26683ef1afd16	296	PANTHER	PTHR37610	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	16	251	3.4E-76	T	13-08-2026	-	-	-	-
CopiaSL_15	37b7e93bc4602bab01162e45928a9b90	349	PANTHER	PTHR37610	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	1	219	2.6E-71	T	13-08-2026	-	-	-	-
CopiaSL_15	37b7e93bc4602bab01162e45928a9b90	349	Pfam	PF14244	Gag-polypeptide of LTR copia-type	6	52	2.2E-14	T	13-08-2026	IPR029472	Retrotransposon Copia-like, N-terminal	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	Gene3D	G3DSA:4.10.60.10	-	227	278	1.1E-6	T	13-08-2026	-	-	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	ProSiteProfiles	PS50158	Zinc finger CCHC-type profile.	234	250	10.031823	T	13-08-2026	IPR001878	Zinc finger, CCHC-type	GO:0003676(InterPro)|GO:0008270(InterPro)	Reactome:R-BTA-159231|Reactome:R-BTA-159236|Reactome:R-BTA-72163|Reactome:R-BTA-72165|Reactome:R-BTA-72203|Reactome:R-BTA-73856|Reactome:R-BTA-77595|Reactome:R-BTA-9770562|Reactome:R-CEL-159236|Reactome:R-CEL-72163|Reactome:R-CEL-73856|Reactome:R-DME-159231|Reactome:R-DME-159236|Reactome:R-DME-1834941|Reactome:R-DME-72163|Reactome:R-DME-72165|Reactome:R-DME-72203|Reactome:R-DME-73856|Reactome:R-DME-77595|Reactome:R-DME-8941326|Reactome:R-DME-9770562|Reactome:R-DME-9930044|Reactome:R-DRE-72165|Reactome:R-HSA-1169408|Reactome:R-HSA-159231|Reactome:R-HSA-159236|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-168315|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-429947|Reactome:R-HSA-452723|Reactome:R-HSA-6784531|Reactome:R-HSA-72163|Reactome:R-HSA-72165|Reactome:R-HSA-72187|Reactome:R-HSA-72203|Reactome:R-HSA-73856|Reactome:R-HSA-77595|Reactome:R-HSA-9013422|Reactome:R-HSA-9682706|Reactome:R-HSA-9694686|Reactome:R-HSA-9705671|Reactome:R-HSA-9770562|Reactome:R-HSA-9819196|Reactome:R-HSA-9820865|Reactome:R-HSA-983168|Reactome:R-HSA-9843970|Reactome:R-HSA-9918481|Reactome:R-HSA-9930044|Reactome:R-HSA-9931510|Reactome:R-MMU-159231|Reactome:R-MMU-159236|Reactome:R-MMU-72163|Reactome:R-MMU-72165|Reactome:R-MMU-72187|Reactome:R-MMU-72203|Reactome:R-MMU-73856|Reactome:R-MMU-77595|Reactome:R-MMU-9013422|Reactome:R-MMU-9770562|Reactome:R-MMU-983168|Reactome:R-MMU-9930044|Reactome:R-RNO-159231|Reactome:R-RNO-72165|Reactome:R-RNO-73856|Reactome:R-RNO-77595|Reactome:R-RNO-9770562|Reactome:R-SCE-983168|Reactome:R-SPO-9770562|Reactome:R-SPO-983168|Reactome:R-XTR-77595|Reactome:R-XTR-9770562
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	PANTHER	PTHR15503	LDOC1 RELATED	51	255	2.0E-22	T	13-08-2026	IPR032567	RTL1-related	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	SUPERFAMILY	SSF57756	Retrovirus zinc finger-like domains	222	257	4.54E-7	T	13-08-2026	IPR036875	Zinc finger, CCHC-type superfamily	GO:0003676(InterPro)|GO:0008270(InterPro)	Reactome:R-BTA-159231|Reactome:R-BTA-159236|Reactome:R-BTA-72163|Reactome:R-BTA-72165|Reactome:R-BTA-72203|Reactome:R-BTA-73856|Reactome:R-BTA-77595|Reactome:R-BTA-9770562|Reactome:R-CEL-159236|Reactome:R-CEL-72163|Reactome:R-CEL-73856|Reactome:R-DME-159231|Reactome:R-DME-159236|Reactome:R-DME-1834941|Reactome:R-DME-72163|Reactome:R-DME-72165|Reactome:R-DME-72203|Reactome:R-DME-73856|Reactome:R-DME-77595|Reactome:R-DME-9770562|Reactome:R-DRE-72165|Reactome:R-HSA-1169408|Reactome:R-HSA-159231|Reactome:R-HSA-159236|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-168315|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-429947|Reactome:R-HSA-452723|Reactome:R-HSA-6784531|Reactome:R-HSA-72163|Reactome:R-HSA-72165|Reactome:R-HSA-72187|Reactome:R-HSA-72203|Reactome:R-HSA-73856|Reactome:R-HSA-77595|Reactome:R-HSA-9013422|Reactome:R-HSA-9682706|Reactome:R-HSA-9694686|Reactome:R-HSA-9705671|Reactome:R-HSA-9770562|Reactome:R-HSA-9819196|Reactome:R-HSA-9820865|Reactome:R-HSA-983168|Reactome:R-HSA-9918481|Reactome:R-HSA-9930044|Reactome:R-MMU-159231|Reactome:R-MMU-159236|Reactome:R-MMU-72163|Reactome:R-MMU-72165|Reactome:R-MMU-72187|Reactome:R-MMU-72203|Reactome:R-MMU-73856|Reactome:R-MMU-77595|Reactome:R-MMU-9013422|Reactome:R-MMU-9770562|Reactome:R-MMU-983168|Reactome:R-RNO-159231|Reactome:R-RNO-72165|Reactome:R-RNO-73856|Reactome:R-RNO-77595|Reactome:R-RNO-9770562|Reactome:R-SCE-983168|Reactome:R-SPO-9770562|Reactome:R-SPO-983168|Reactome:R-XTR-77595|Reactome:R-XTR-9770562
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	Pfam	PF30901	PEG10/RTL1, C-terminal capsid-like domain	80	153	7.0E-17	T	13-08-2026	IPR063300	PEG10/RTL1, C-terminal capsid-like domain	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	MobiDBLite	mobidb-lite	consensus disorder prediction	177	194	-	T	13-08-2026	-	-	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	MobiDBLite	mobidb-lite	consensus disorder prediction	177	196	-	T	13-08-2026	-	-	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	MobiDBLite	mobidb-lite	consensus disorder prediction	337	346	-	T	13-08-2026	-	-	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	MobiDBLite	mobidb-lite	consensus disorder prediction	337	393	-	T	13-08-2026	-	-	-	-
Pyret	bb0e0c942937ecf0c299ab166d223dce	638	MobiDBLite	mobidb-lite	consensus disorder prediction	373	383	-	T	13-08-2026	-	-	-	-
CopiaSL_05	1d56a740e333b8a29e40e8301070ebae	298	PANTHER	PTHR37610	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	17	235	2.2E-60	T	13-08-2026	-	-	-	-
CopiaSL_05	1d56a740e333b8a29e40e8301070ebae	298	Coils	Coil	Coil	257	260	-	T	13-08-2026	-	-	-	-
CopiaSL_05	1d56a740e333b8a29e40e8301070ebae	298	Pfam	PF14244	Gag-polypeptide of LTR copia-type	30	68	3.0E-8	T	13-08-2026	IPR029472	Retrotransposon Copia-like, N-terminal	-	-
CopiaSL_05	1d56a740e333b8a29e40e8301070ebae	298	Coils	Coil	Coil	235	239	-	T	13-08-2026	-	-	-	-
Zam	03a30977fb8d7c958d6da6b3a05fe9d8	343	MobiDBLite	mobidb-lite	consensus disorder prediction	260	301	-	T	13-08-2026	-	-	-	-
HMS-Beagle	a87a7f0f0d345e200f874b37466ea54f	467	MobiDBLite	mobidb-lite	consensus disorder prediction	272	284	-	T	13-08-2026	-	-	-	-
HMS-Beagle	a87a7f0f0d345e200f874b37466ea54f	467	MobiDBLite	mobidb-lite	consensus disorder prediction	1	17	-	T	13-08-2026	-	-	-	-
HMS-Beagle	a87a7f0f0d345e200f874b37466ea54f	467	MobiDBLite	mobidb-lite	consensus disorder prediction	358	377	-	T	13-08-2026	-	-	-	-
HMS-Beagle	a87a7f0f0d345e200f874b37466ea54f	467	MobiDBLite	mobidb-lite	consensus disorder prediction	272	351	-	T	13-08-2026	-	-	-	-
HMS-Beagle	a87a7f0f0d345e200f874b37466ea54f	467	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	13-08-2026	-	-	-	-
CopiaSL_monotypic|Chr06_2s27	040d6b1a66d6e5018fa8fb68889b5456	398	Pfam	PF14244	Gag-polypeptide of LTR copia-type	31	77	5.4E-12	T	13-08-2026	IPR029472	Retrotransposon Copia-like, N-terminal	-	-
CopiaSL_monotypic|Chr06_2s27	040d6b1a66d6e5018fa8fb68889b5456	398	PANTHER	PTHR37610	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	26	259	8.0E-77	T	13-08-2026	-	-	-	-
CopiaSL_monotypic|Chr06_2s27	040d6b1a66d6e5018fa8fb68889b5456	398	SUPERFAMILY	SSF57756	Retrovirus zinc finger-like domains	308	336	5.76E-5	T	13-08-2026	IPR036875	Zinc finger, CCHC-type superfamily	GO:0003676(InterPro)|GO:0008270(InterPro)	Reactome:R-BTA-159231|Reactome:R-BTA-159236|Reactome:R-BTA-72163|Reactome:R-BTA-72165|Reactome:R-BTA-72203|Reactome:R-BTA-73856|Reactome:R-BTA-77595|Reactome:R-BTA-9770562|Reactome:R-CEL-159236|Reactome:R-CEL-72163|Reactome:R-CEL-73856|Reactome:R-DME-159231|Reactome:R-DME-159236|Reactome:R-DME-1834941|Reactome:R-DME-72163|Reactome:R-DME-72165|Reactome:R-DME-72203|Reactome:R-DME-73856|Reactome:R-DME-77595|Reactome:R-DME-9770562|Reactome:R-DRE-72165|Reactome:R-HSA-1169408|Reactome:R-HSA-159231|Reactome:R-HSA-159236|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-168315|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-429947|Reactome:R-HSA-452723|Reactome:R-HSA-6784531|Reactome:R-HSA-72163|Reactome:R-HSA-72165|Reactome:R-HSA-72187|Reactome:R-HSA-72203|Reactome:R-HSA-73856|Reactome:R-HSA-77595|Reactome:R-HSA-9013422|Reactome:R-HSA-9682706|Reactome:R-HSA-9694686|Reactome:R-HSA-9705671|Reactome:R-HSA-9770562|Reactome:R-HSA-9819196|Reactome:R-HSA-9820865|Reactome:R-HSA-983168|Reactome:R-HSA-9918481|Reactome:R-HSA-9930044|Reactome:R-MMU-159231|Reactome:R-MMU-159236|Reactome:R-MMU-72163|Reactome:R-MMU-72165|Reactome:R-MMU-72187|Reactome:R-MMU-72203|Reactome:R-MMU-73856|Reactome:R-MMU-77595|Reactome:R-MMU-9013422|Reactome:R-MMU-9770562|Reactome:R-MMU-983168|Reactome:R-RNO-159231|Reactome:R-RNO-72165|Reactome:R-RNO-73856|Reactome:R-RNO-77595|Reactome:R-RNO-9770562|Reactome:R-SCE-983168|Reactome:R-SPO-9770562|Reactome:R-SPO-983168|Reactome:R-XTR-77595|Reactome:R-XTR-9770562
CopiaSL_monotypic|Chr06_2s27	040d6b1a66d6e5018fa8fb68889b5456	398	ProSiteProfiles	PS50158	Zinc finger CCHC-type profile.	318	331	8.713199	T	13-08-2026	IPR001878	Zinc finger, CCHC-type	GO:0003676(InterPro)|GO:0008270(InterPro)	Reactome:R-BTA-159231|Reactome:R-BTA-159236|Reactome:R-BTA-72163|Reactome:R-BTA-72165|Reactome:R-BTA-72203|Reactome:R-BTA-73856|Reactome:R-BTA-77595|Reactome:R-BTA-9770562|Reactome:R-CEL-159236|Reactome:R-CEL-72163|Reactome:R-CEL-73856|Reactome:R-DME-159231|Reactome:R-DME-159236|Reactome:R-DME-1834941|Reactome:R-DME-72163|Reactome:R-DME-72165|Reactome:R-DME-72203|Reactome:R-DME-73856|Reactome:R-DME-77595|Reactome:R-DME-8941326|Reactome:R-DME-9770562|Reactome:R-DME-9930044|Reactome:R-DRE-72165|Reactome:R-HSA-1169408|Reactome:R-HSA-159231|Reactome:R-HSA-159236|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-168315|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-429947|Reactome:R-HSA-452723|Reactome:R-HSA-6784531|Reactome:R-HSA-72163|Reactome:R-HSA-72165|Reactome:R-HSA-72187|Reactome:R-HSA-72203|Reactome:R-HSA-73856|Reactome:R-HSA-77595|Reactome:R-HSA-9013422|Reactome:R-HSA-9682706|Reactome:R-HSA-9694686|Reactome:R-HSA-9705671|Reactome:R-HSA-9770562|Reactome:R-HSA-9819196|Reactome:R-HSA-9820865|Reactome:R-HSA-983168|Reactome:R-HSA-9843970|Reactome:R-HSA-9918481|Reactome:R-HSA-9930044|Reactome:R-HSA-9931510|Reactome:R-MMU-159231|Reactome:R-MMU-159236|Reactome:R-MMU-72163|Reactome:R-MMU-72165|Reactome:R-MMU-72187|Reactome:R-MMU-72203|Reactome:R-MMU-73856|Reactome:R-MMU-77595|Reactome:R-MMU-9013422|Reactome:R-MMU-9770562|Reactome:R-MMU-983168|Reactome:R-MMU-9930044|Reactome:R-RNO-159231|Reactome:R-RNO-72165|Reactome:R-RNO-73856|Reactome:R-RNO-77595|Reactome:R-RNO-9770562|Reactome:R-SCE-983168|Reactome:R-SPO-9770562|Reactome:R-SPO-983168|Reactome:R-XTR-77595|Reactome:R-XTR-9770562
CopiaSL_12	a6bc5e204f4dde40a5086828ac2888c5	260	PANTHER	PTHR37610	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	1	232	2.0E-68	T	13-08-2026	-	-	-	-
CopiaSL_12	a6bc5e204f4dde40a5086828ac2888c5	260	Pfam	PF14244	Gag-polypeptide of LTR copia-type	5	50	4.3E-12	T	13-08-2026	IPR029472	Retrotransposon Copia-like, N-terminal	-	-
CopiaSL_16	9a00240812a9ca48bc5eae132f9a02d2	382	Pfam	PF14244	Gag-polypeptide of LTR copia-type	27	57	0.01	T	13-08-2026	IPR029472	Retrotransposon Copia-like, N-terminal	-	-
CopiaSL_16	9a00240812a9ca48bc5eae132f9a02d2	382	PANTHER	PTHR37610	CCHC-TYPE DOMAIN-CONTAINING PROTEIN	20	236	3.5E-61	T	13-08-2026	-	-	-	-
CopiaSL_16	9a00240812a9ca48bc5eae132f9a02d2	382	MobiDBLite	mobidb-lite	consensus disorder prediction	275	285	-	T	13-08-2026	-	-	-	-
