REV	98d67c7608e2528a85f0dcc9b59ecb89	484	SUPERFAMILY	SSF47836	Retroviral matrix proteins	1	93	1.65E-29	T	13-08-2026	IPR010999	Retroviral matrix protein	-	Reactome:R-HSA-1169408|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-198933
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	Pfam	PF02093	Gag P30 core shell protein	211	410	1.3E-70	T	13-08-2026	IPR003036	Core shell protein Gag P30	GO:0019068(InterPro)	-
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	SUPERFAMILY	SSF57756	Retrovirus zinc finger-like domains	440	478	5.23E-10	T	13-08-2026	IPR036875	Zinc finger, CCHC-type superfamily	GO:0003676(InterPro)|GO:0008270(InterPro)	Reactome:R-BTA-159231|Reactome:R-BTA-159236|Reactome:R-BTA-72163|Reactome:R-BTA-72165|Reactome:R-BTA-72203|Reactome:R-BTA-73856|Reactome:R-BTA-77595|Reactome:R-BTA-9770562|Reactome:R-CEL-159236|Reactome:R-CEL-72163|Reactome:R-CEL-73856|Reactome:R-DME-159231|Reactome:R-DME-159236|Reactome:R-DME-1834941|Reactome:R-DME-72163|Reactome:R-DME-72165|Reactome:R-DME-72203|Reactome:R-DME-73856|Reactome:R-DME-77595|Reactome:R-DME-9770562|Reactome:R-DRE-72165|Reactome:R-HSA-1169408|Reactome:R-HSA-159231|Reactome:R-HSA-159236|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-168315|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910|Reactome:R-HSA-429947|Reactome:R-HSA-452723|Reactome:R-HSA-6784531|Reactome:R-HSA-72163|Reactome:R-HSA-72165|Reactome:R-HSA-72187|Reactome:R-HSA-72203|Reactome:R-HSA-73856|Reactome:R-HSA-77595|Reactome:R-HSA-9013422|Reactome:R-HSA-9682706|Reactome:R-HSA-9694686|Reactome:R-HSA-9705671|Reactome:R-HSA-9770562|Reactome:R-HSA-9819196|Reactome:R-HSA-9820865|Reactome:R-HSA-983168|Reactome:R-HSA-9918481|Reactome:R-HSA-9930044|Reactome:R-MMU-159231|Reactome:R-MMU-159236|Reactome:R-MMU-72163|Reactome:R-MMU-72165|Reactome:R-MMU-72187|Reactome:R-MMU-72203|Reactome:R-MMU-73856|Reactome:R-MMU-77595|Reactome:R-MMU-9013422|Reactome:R-MMU-9770562|Reactome:R-MMU-983168|Reactome:R-RNO-159231|Reactome:R-RNO-72165|Reactome:R-RNO-73856|Reactome:R-RNO-77595|Reactome:R-RNO-9770562|Reactome:R-SCE-983168|Reactome:R-SPO-9770562|Reactome:R-SPO-983168|Reactome:R-XTR-77595|Reactome:R-XTR-9770562
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	Pfam	PF01140	Matrix protein (MA), p15	4	89	2.0E-12	T	13-08-2026	IPR000840	Gamma-retroviral matrix protein	-	-
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	PANTHER	PTHR33166	GAG_P30 DOMAIN-CONTAINING PROTEIN	1	476	3.8E-144	T	13-08-2026	IPR050462	Retroviral Gag-Pol polyproteins	-	Reactome:R-HSA-198933
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	Gene3D	G3DSA:1.10.150.180	-	1	92	1.3E-32	T	13-08-2026	IPR036946	Gamma-retroviral matrix domain superfamily	-	Reactome:R-HSA-198933
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	MobiDBLite	mobidb-lite	consensus disorder prediction	136	147	-	T	13-08-2026	-	-	-	-
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	MobiDBLite	mobidb-lite	consensus disorder prediction	99	185	-	T	13-08-2026	-	-	-	-
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	MobiDBLite	mobidb-lite	consensus disorder prediction	433	457	-	T	13-08-2026	-	-	-	-
REV	98d67c7608e2528a85f0dcc9b59ecb89	484	Gene3D	G3DSA:1.10.375.10	Human Immunodeficiency Virus Type 1 Capsid Protein	195	324	1.0E-52	T	13-08-2026	IPR008919	Retrovirus capsid, N-terminal	GO:0016032(InterPro)	Reactome:R-HSA-1169408|Reactome:R-HSA-162585|Reactome:R-HSA-162588|Reactome:R-HSA-162592|Reactome:R-HSA-162594|Reactome:R-HSA-164516|Reactome:R-HSA-164525|Reactome:R-HSA-164843|Reactome:R-HSA-173107|Reactome:R-HSA-174490|Reactome:R-HSA-174495|Reactome:R-HSA-175474|Reactome:R-HSA-175567|Reactome:R-HSA-177539|Reactome:R-HSA-180689|Reactome:R-HSA-180910
